2021-07-28 18:06:53,194: 'h'
2021-07-28 18:06:53,452: 'i'
2021-07-28 18:06:53,644: 'h'
2021-07-28 18:06:53,783: 'i'
2021-07-28 18:06:53,908: 'h'
2021-07-28 18:06:54,007: 'o'
2021-07-28 18:06:54,016: 'a'
2021-07-28 18:06:54,066: 'd'
2021-07-28 18:06:54,101: 'i'
2021-07-28 18:06:54,551: 'n'
2021-07-28 18:06:55,159: Key.backspace
2021-07-28 18:06:55,713: Key.backspace
2021-07-28 18:06:55,745: Key.backspace
2021-07-28 18:06:55,774: Key.backspace
2021-07-28 18:06:55,803: Key.backspace
2021-07-28 18:06:55,833: Key.backspace
2021-07-28 18:06:55,862: Key.backspace
2021-07-28 18:06:55,892: Key.backspace
2021-07-28 18:06:55,922: Key.backspace
2021-07-28 18:06:55,952: Key.backspace
2021-07-28 18:06:55,982: Key.backspace
2021-07-28 18:06:56,013: Key.backspace
2021-07-28 18:06:56,042: Key.backspace
2021-07-28 18:06:56,072: Key.backspace
2021-07-28 18:06:56,102: Key.backspace
2021-07-28 18:06:56,132: Key.backspace
2021-07-28 18:06:56,163: Key.backspace
2021-07-28 18:06:56,192: Key.backspace
2021-07-28 18:06:56,991: 'h'
2021-07-28 18:06:57,145: 'e'
2021-07-28 18:06:57,419: 'l'
2021-07-28 18:06:57,549: 'l'
2021-07-28 18:06:57,725: 'o'
2021-07-28 18:06:57,848: Key.space
2021-07-28 18:06:58,163: Key.backspace
2021-07-28 18:06:58,713: Key.backspace
2021-07-28 18:06:58,748: Key.backspace
2021-07-28 18:06:58,778: Key.backspace
2021-07-28 18:06:58,809: Key.backspace
2021-07-28 18:06:58,837: Key.backspace
2021-07-28 18:06:58,867: Key.backspace
2021-07-28 18:06:58,896: Key.backspace
2021-07-28 18:06:58,926: Key.backspace
2021-07-28 18:06:58,956: Key.backspace
2021-07-28 18:06:58,988: Key.backspace
2021-07-28 18:06:59,018: Key.backspace
2021-07-28 18:06:59,046: Key.backspace
2021-07-28 18:06:59,076: Key.backspace
2021-07-28 18:06:59,108: Key.backspace
2021-07-28 18:06:59,137: Key.backspace
2021-07-28 18:06:59,166: Key.backspace
2021-07-28 18:06:59,197: Key.backspace
2021-07-28 18:06:59,815: 'h'
2021-07-28 18:06:59,973: 'i'
2021-07-28 18:07:00,118: Key.space
2021-07-28 18:07:00,444: Key.backspace
2021-07-28 18:07:00,797: Key.backspace
2021-07-28 18:07:00,962: Key.backspace
2021-07-28 18:07:02,468: 'g'
2021-07-28 18:07:02,617: 'o'
2021-07-28 18:07:02,747: 'o'
2021-07-28 18:07:02,877: 'd'
2021-07-28 18:07:03,092: Key.enter
2021-07-28 18:08:46,660: Key.cmd
2021-07-28 18:08:47,298: 'k'
2021-07-28 18:08:47,452: 'i'
2021-07-28 18:08:47,607: 's'
2021-07-28 18:08:47,757: 'h'
2021-07-28 18:08:47,991: 'o'
2021-07-28 18:08:48,323: 'r'
2021-07-28 18:08:48,431: 'e'
2021-07-28 18:08:49,226: Key.space
2021-07-28 18:08:49,886: 'h'
2021-07-28 18:08:50,047: 'i'
2021-07-28 18:08:50,247: Key.space
2021-07-28 18:08:52,424: 'h'
2021-07-28 18:08:52,626: 'o'
2021-07-28 18:08:52,776: 'w'
2021-07-28 18:08:52,916: Key.space
2021-07-28 18:08:53,146: 'a'
2021-07-28 18:08:53,310: 'r'
2021-07-28 18:08:53,475: 'e'
2021-07-28 18:08:53,649: Key.space
2021-07-28 18:08:54,338: 'y'
2021-07-28 18:08:54,803: 'o'
2021-07-28 18:08:54,966: 'u'
2021-07-28 18:08:55,136: Key.space
2021-07-28 18:08:56,159: Key.ctrl_l
2021-07-28 18:08:56,678: Key.ctrl_l
2021-07-28 18:08:56,868: '\x01'
2021-07-28 18:08:57,462: Key.backspace
2021-07-28 18:12:29,817: 'h'
2021-07-28 18:12:30,054: 'e'
2021-07-28 18:12:30,240: 'e'
2021-07-28 18:12:30,369: Key.space
2021-07-28 18:12:30,775: 'h'
2021-07-28 18:12:30,887: 'e'
2021-07-28 18:12:31,062: 'e'
2021-07-28 18:12:31,207: Key.space
2021-07-28 18:12:31,433: 'h'
2021-07-28 18:12:31,553: 'e'
2021-07-28 18:12:31,717: 'e'
2021-07-28 18:12:32,251: Key.backspace
2021-07-28 18:12:32,415: Key.backspace
2021-07-28 18:12:32,571: Key.backspace
2021-07-28 18:12:32,725: Key.backspace
2021-07-28 18:12:32,877: Key.backspace
2021-07-28 18:12:33,028: Key.backspace
2021-07-28 18:12:33,137: Key.backspace
2021-07-28 18:12:33,274: Key.backspace
2021-07-28 18:12:33,422: Key.backspace
2021-07-28 18:12:33,546: Key.backspace
2021-07-28 18:12:33,714: Key.backspace
2021-07-28 18:12:35,045: 'd'
2021-07-28 18:12:35,310: 'e'
2021-07-28 18:12:35,527: 'l'
2021-07-28 18:12:35,674: 'l'
2021-07-28 18:12:36,296: Key.backspace
2021-07-28 18:12:36,451: Key.backspace
2021-07-28 18:12:36,622: Key.backspace
2021-07-28 18:12:36,771: Key.backspace
2021-07-28 18:13:31,562: Key.ctrl_l
2021-07-28 18:13:31,991: '\x03'
2021-07-28 18:13:37,237: Key.ctrl_l
2021-07-28 18:13:37,402: '\x16'
2021-07-28 18:13:38,215: Key.enter
2021-07-28 18:15:22,476: 'g'
2021-07-28 18:15:22,837: Key.enter
2021-07-28 18:15:30,250: 'h'
2021-07-28 18:15:30,370: 'i'
2021-07-28 18:15:30,519: Key.space
